age,annual_income,employment_length,credit_score,loan_amount,debt_to_income,utilization_rate,missed_payments_6m,loan_tenure_months,secured_loan,loan_purpose,region,unemployment_rate,inflation_rate,interest_rate,default_12m
51,120000.0,8.1,631.0,164072.0,1.506,0.887,2,24,unsecured,home_improvement,south,7.41,5.55,18.75,0
32,120000.0,7.5,731.0,761289.0,1.8,0.658,3,48,secured,personal,central,5.6,6.75,16.66,0
31,120000.0,5.6,676.0,175668.0,1.615,0.737,2,60,secured,personal,east,4.37,4.14,16.31,0
39,120000.0,7.7,793.0,150982.0,1.182,0.409,4,48,secured,home_improvement,south,8.33,5.45,14.14,0
59,120000.0,8.3,819.0,153215.0,1.609,0.533,3,48,secured,business,west,7.61,5.61,14.19,1
44,120000.0,5.5,761.0,251415.0,1.8,0.744,0,48,unsecured,business,west,7.87,5.02,18.07,0
36,120000.0,2.8,704.0,231957.0,1.8,0.43,5,12,secured,personal,east,4.93,5.45,18.31,1
56,120000.0,4.2,823.0,84769.0,1.007,0.86,3,12,secured,vehicle,south,5.95,5.13,13.33,0
59,120000.0,13.9,704.0,124586.0,1.182,0.914,1,60,unsecured,personal,central,5.68,6.94,15.38,1
61,126072.0,12.2,656.0,105476.0,1.135,0.679,1,48,secured,education,north,6.35,6.17,13.0,0
34,120000.0,2.2,635.0,135440.0,1.318,0.835,3,60,secured,home_improvement,east,7.59,5.94,17.37,1
52,120000.0,11.7,633.0,533548.0,1.8,0.605,1,60,secured,home_improvement,west,7.87,7.63,16.97,0
47,120000.0,4.6,686.0,243127.0,1.8,0.569,0,60,unsecured,medical,west,7.53,5.21,15.82,1
41,120000.0,0.0,721.0,154532.0,1.36,0.434,0,60,unsecured,personal,west,6.0,6.16,15.41,0
38,120000.0,7.3,580.0,365472.0,1.8,0.483,1,24,secured,home_improvement,west,6.71,4.71,17.4,1
26,120000.0,0.0,652.0,183966.0,1.8,0.727,2,48,unsecured,education,west,7.32,5.34,20.52,0
33,120000.0,2.4,702.0,56121.0,0.695,0.415,3,36,secured,medical,east,5.27,5.07,14.54,0
45,120000.0,6.6,734.0,480017.0,1.8,0.728,0,48,unsecured,education,west,6.28,5.46,17.56,0
60,120000.0,10.9,684.0,147022.0,1.358,0.6,0,60,secured,education,south,6.67,6.14,15.4,0
59,120000.0,12.0,704.0,37556.0,0.377,0.251,0,60,unsecured,home_improvement,south,7.11,5.36,11.54,0
29,184361.0,3.7,651.0,57540.0,0.569,0.62,0,24,secured,personal,west,7.26,5.73,11.74,0
51,120000.0,9.1,618.0,338743.0,1.8,0.682,1,48,unsecured,education,central,4.86,4.75,18.29,1
24,120000.0,0.0,682.0,58151.0,0.627,0.352,0,24,secured,personal,north,5.25,4.24,11.46,0
51,120000.0,8.4,724.0,391209.0,1.8,0.679,5,48,secured,home_improvement,south,5.32,5.21,18.56,0
36,120000.0,0.0,703.0,171559.0,1.595,0.813,5,24,unsecured,home_improvement,east,7.67,4.64,19.73,0
41,120000.0,9.7,622.0,258857.0,1.8,1.0,2,12,unsecured,business,south,5.68,6.4,20.55,1
53,120000.0,3.8,668.0,137733.0,1.159,0.715,1,12,secured,home_improvement,south,6.03,5.68,14.26,0
40,120000.0,3.7,799.0,228705.0,1.8,0.895,2,36,secured,personal,north,4.72,5.08,15.54,0
57,120000.0,5.0,727.0,199939.0,1.8,0.522,2,36,unsecured,home_improvement,east,7.63,5.55,17.35,0
45,120000.0,3.8,674.0,158729.0,1.577,1.0,3,60,unsecured,home_improvement,central,6.72,5.37,19.14,1
65,120000.0,11.0,609.0,81427.0,0.917,0.73,4,24,secured,personal,central,9.05,4.2,15.73,0
49,120000.0,5.4,633.0,205468.0,1.8,0.929,4,60,secured,home_improvement,central,3.5,5.14,19.68,0
34,120000.0,6.7,687.0,49958.0,0.568,0.388,1,48,unsecured,vehicle,north,5.18,5.24,12.78,1
55,356002.0,9.2,900.0,298187.0,0.976,0.446,1,36,secured,business,north,7.26,6.17,11.32,0
39,120000.0,3.1,728.0,184988.0,1.589,0.672,3,24,unsecured,education,south,8.94,3.81,18.49,0
45,120000.0,5.6,715.0,220076.0,1.8,0.549,3,12,unsecured,vehicle,south,5.26,4.96,19.4,1
27,120000.0,5.2,658.0,29703.0,0.468,0.415,2,36,unsecured,personal,east,4.34,6.49,11.89,0
26,120000.0,4.0,648.0,78298.0,0.734,0.655,3,36,secured,business,west,6.68,5.05,14.3,0
46,131200.0,2.8,850.0,117155.0,1.111,0.295,1,24,secured,business,south,5.92,6.26,12.59,0
29,153314.0,0.0,674.0,252178.0,1.8,0.685,2,48,unsecured,vehicle,south,7.1,5.84,19.17,0
65,135007.0,12.4,603.0,88183.0,0.78,0.304,1,48,unsecured,business,central,8.84,6.19,14.02,1
59,120000.0,10.6,563.0,852734.0,1.8,0.73,2,36,unsecured,medical,north,6.15,5.14,20.75,1
52,120000.0,4.6,660.0,137152.0,1.273,0.446,1,72,unsecured,medical,east,6.48,3.95,17.05,0
54,120000.0,10.5,757.0,84087.0,0.71,0.94,1,60,secured,vehicle,west,6.42,5.24,12.95,0
47,120000.0,3.8,643.0,144141.0,1.541,0.342,1,48,secured,vehicle,east,7.46,5.91,13.78,0
23,120000.0,4.4,797.0,87718.0,0.921,0.682,1,60,unsecured,personal,south,6.65,6.53,14.33,0
38,120000.0,5.8,686.0,75371.0,0.721,0.653,2,60,unsecured,personal,west,5.65,4.53,14.86,0
43,120000.0,2.1,769.0,313996.0,1.8,0.692,0,36,unsecured,vehicle,east,8.07,5.07,16.45,1
62,120000.0,8.7,629.0,227205.0,1.8,0.699,4,72,secured,medical,east,5.17,5.02,19.94,1
30,120000.0,0.6,630.0,227634.0,1.8,0.93,2,48,unsecured,personal,south,6.22,7.05,18.96,1
43,120000.0,6.0,693.0,373207.0,1.8,0.864,2,12,unsecured,business,south,6.46,5.27,19.56,0
36,120000.0,3.1,722.0,223315.0,1.8,0.466,2,36,unsecured,personal,east,5.1,5.7,18.4,0
27,120000.0,0.0,673.0,81323.0,0.983,0.582,3,60,unsecured,vehicle,south,8.11,5.6,15.96,0
25,120000.0,0.0,708.0,257975.0,1.8,1.0,1,36,unsecured,business,north,5.99,3.18,19.03,1
37,120000.0,5.6,730.0,78253.0,0.984,0.723,0,60,unsecured,education,central,5.57,5.69,15.64,0
24,120000.0,1.6,580.0,119285.0,0.954,0.464,3,60,unsecured,personal,south,8.6,5.26,16.73,0
24,120000.0,1.1,660.0,157989.0,1.524,0.785,1,48,unsecured,personal,east,7.06,4.34,17.63,0
36,120000.0,4.6,647.0,147906.0,1.364,0.652,1,36,unsecured,personal,east,5.94,7.55,16.81,0
30,120000.0,0.4,651.0,50804.0,0.682,0.244,1,24,secured,vehicle,south,6.63,6.89,11.07,0
45,120000.0,6.6,717.0,86774.0,0.91,0.599,0,72,unsecured,home_improvement,east,6.95,5.71,13.92,0
21,120000.0,7.6,648.0,160391.0,1.519,0.555,1,36,secured,medical,central,6.9,5.55,14.89,0
34,120000.0,6.8,536.0,109431.0,1.079,0.935,0,36,unsecured,education,west,7.23,6.92,16.85,0
41,120000.0,4.1,668.0,338428.0,1.8,0.965,3,36,unsecured,vehicle,west,6.9,6.53,20.58,1
64,120000.0,9.2,606.0,378271.0,1.8,0.646,0,36,unsecured,personal,east,8.82,5.1,18.48,0
49,120000.0,0.0,723.0,78570.0,0.938,0.291,3,72,secured,personal,west,7.26,5.54,12.27,0
60,120000.0,13.0,746.0,169201.0,1.665,0.683,1,24,secured,education,north,7.28,6.05,15.43,0
36,177449.0,6.1,575.0,455325.0,1.8,0.681,3,60,unsecured,personal,south,5.48,4.72,20.97,1
41,120000.0,3.4,628.0,149158.0,1.301,0.341,0,24,secured,personal,north,6.78,7.95,13.58,0
39,120000.0,0.2,713.0,124924.0,1.306,0.67,1,36,secured,education,south,5.03,6.24,14.89,0
60,120000.0,6.3,580.0,284686.0,1.8,0.981,2,60,unsecured,home_improvement,north,7.65,4.96,20.05,1
64,120000.0,12.1,745.0,136185.0,1.172,0.654,3,60,secured,education,east,7.06,9.5,15.72,0
64,120000.0,10.5,765.0,371783.0,1.8,1.0,4,72,unsecured,medical,central,7.01,4.92,19.79,1
54,120000.0,10.3,674.0,110571.0,1.377,0.907,2,48,unsecured,business,east,7.89,6.45,18.5,0
43,120000.0,5.8,628.0,119553.0,1.129,0.849,1,48,unsecured,education,west,8.27,4.93,17.07,1
45,120000.0,8.9,513.0,272012.0,1.8,0.749,0,72,unsecured,vehicle,west,4.78,4.95,20.83,1
65,120000.0,12.1,747.0,173747.0,1.682,1.0,4,36,unsecured,vehicle,east,6.2,5.85,20.33,1
33,158568.0,5.5,871.0,174637.0,1.216,0.703,4,36,secured,education,south,6.91,5.54,14.52,0
36,120000.0,0.0,821.0,47049.0,0.589,0.358,2,48,unsecured,personal,south,5.44,5.46,12.02,0
61,120000.0,6.3,671.0,129351.0,1.204,0.496,3,60,secured,home_improvement,west,7.37,5.65,14.49,1
38,120000.0,3.2,604.0,285394.0,1.8,0.43,0,36,unsecured,personal,north,7.55,6.35,17.12,0
31,227546.0,5.7,846.0,97791.0,0.602,0.677,1,60,secured,personal,east,6.34,6.67,9.96,0
46,120000.0,11.9,677.0,256641.0,1.8,0.936,4,60,secured,home_improvement,east,7.6,8.72,18.02,0
35,133788.0,3.0,734.0,193725.0,1.634,0.986,3,48,unsecured,business,west,6.78,6.59,18.5,0
61,120000.0,8.2,709.0,142941.0,1.344,0.723,1,24,secured,medical,central,5.55,5.17,14.32,0
61,120000.0,4.1,693.0,393384.0,1.8,0.647,0,60,secured,medical,central,6.61,4.76,16.52,1
34,120000.0,5.8,763.0,130496.0,1.101,0.689,3,60,secured,personal,west,4.91,6.31,14.95,0
44,120000.0,4.1,766.0,136544.0,1.521,0.792,3,36,unsecured,medical,north,6.78,5.17,16.89,1
65,120000.0,19.9,647.0,141883.0,1.244,0.453,3,24,unsecured,business,east,7.58,4.64,15.93,1
54,120000.0,6.0,617.0,171500.0,1.752,0.697,3,60,secured,business,central,7.58,4.14,17.88,1
30,120000.0,8.6,499.0,267941.0,1.8,0.827,2,12,unsecured,business,south,6.5,5.2,21.23,0
47,120000.0,8.7,660.0,62495.0,0.638,0.982,2,60,unsecured,personal,central,6.46,3.9,13.92,0
48,137541.0,3.7,620.0,286138.0,1.8,0.819,2,36,secured,vehicle,north,7.84,6.05,19.68,0
50,161484.0,7.9,755.0,170121.0,1.22,0.583,0,48,unsecured,home_improvement,west,6.0,4.2,14.87,0
22,120000.0,2.6,661.0,233310.0,1.8,1.0,3,36,unsecured,business,west,5.65,6.27,20.16,1
34,120000.0,2.6,669.0,770429.0,1.8,1.0,2,36,secured,education,north,8.75,6.76,17.25,0
59,125875.0,12.0,752.0,116707.0,1.094,0.842,2,24,unsecured,personal,east,6.02,5.23,16.41,0
31,120000.0,4.9,716.0,73421.0,0.754,0.583,1,48,unsecured,business,west,5.39,3.43,13.39,0
34,120000.0,5.0,677.0,184604.0,1.58,1.0,3,48,secured,home_improvement,east,7.3,7.24,16.6,1
35,120000.0,3.5,813.0,204620.0,1.76,0.911,1,24,secured,personal,south,5.58,5.45,15.42,0
28,120000.0,0.0,741.0,286802.0,1.8,0.57,3,60,secured,home_improvement,central,8.08,6.25,17.29,0
27,120000.0,1.3,655.0,114698.0,1.149,0.519,1,24,secured,education,central,6.23,4.14,14.36,0
36,120000.0,4.3,658.0,94886.0,0.879,0.613,2,36,unsecured,vehicle,east,6.31,6.97,16.3,0
60,120000.0,4.1,745.0,60088.0,0.69,0.302,0,24,unsecured,education,east,7.35,3.22,11.7,0
21,120000.0,0.5,701.0,66912.0,0.66,0.482,2,60,unsecured,medical,east,8.77,3.9,13.48,0
33,124422.0,2.7,606.0,124197.0,1.335,0.734,4,24,unsecured,business,north,7.2,6.78,18.93,0
23,120000.0,0.0,753.0,150877.0,1.425,0.782,2,36,secured,vehicle,west,7.14,4.28,14.91,0
46,120000.0,5.3,780.0,623022.0,1.8,0.672,1,24,secured,business,west,6.77,6.3,15.97,0
32,120000.0,1.8,775.0,54167.0,0.428,0.247,0,60,secured,personal,west,9.11,6.02,8.51,0
56,120000.0,14.5,802.0,202402.0,1.8,1.0,4,48,unsecured,medical,west,7.42,6.17,18.85,0
47,120000.0,7.2,841.0,101533.0,1.098,0.715,3,48,secured,home_improvement,west,5.59,6.66,13.66,0
56,120000.0,11.9,816.0,188125.0,1.731,0.607,1,72,unsecured,education,east,5.37,4.34,16.77,0
49,120000.0,6.6,712.0,113595.0,1.062,0.666,0,36,unsecured,business,south,7.44,7.18,13.89,0
40,146579.0,0.0,694.0,319017.0,1.8,0.706,0,36,unsecured,personal,central,7.24,5.29,17.6,0
59,182121.0,11.5,605.0,317735.0,1.8,0.558,1,24,secured,personal,west,6.48,6.18,18.0,0
42,120000.0,3.3,687.0,151219.0,1.295,0.654,2,36,unsecured,business,west,5.06,7.26,18.49,0
63,120000.0,9.5,725.0,414746.0,1.8,1.0,5,48,unsecured,education,north,7.16,5.54,21.52,0
65,120000.0,7.8,689.0,266751.0,1.8,0.702,2,24,unsecured,medical,west,6.06,7.98,18.69,0
47,120000.0,6.7,544.0,402384.0,1.8,0.765,3,12,secured,personal,south,5.79,3.4,19.18,1
51,120000.0,10.7,665.0,158255.0,1.473,0.419,2,36,unsecured,business,south,8.03,7.27,17.74,0
32,120000.0,5.5,734.0,302147.0,1.8,0.67,0,24,secured,home_improvement,central,6.38,4.96,15.89,0
57,151473.0,13.8,637.0,98778.0,1.031,0.738,1,60,secured,personal,south,5.94,4.21,14.35,0
51,120000.0,12.7,698.0,92478.0,0.992,0.348,3,60,unsecured,home_improvement,central,6.69,8.26,14.31,0
61,120000.0,3.9,718.0,671243.0,1.8,0.887,2,36,secured,personal,north,6.5,4.14,17.6,0
33,120000.0,0.0,770.0,80353.0,0.797,0.233,1,36,unsecured,personal,north,7.56,4.43,12.78,0
56,120000.0,3.3,815.0,122581.0,1.064,0.742,0,48,secured,home_improvement,west,6.63,6.44,11.87,0
42,120000.0,7.1,658.0,47396.0,0.348,0.297,0,60,unsecured,home_improvement,west,6.4,6.35,12.13,0
29,120000.0,0.0,700.0,93919.0,0.823,1.0,2,48,unsecured,medical,central,8.39,5.19,16.22,0
28,120000.0,0.3,702.0,85284.0,0.905,0.339,2,48,unsecured,business,central,7.35,4.17,13.7,0
46,120000.0,5.6,735.0,105273.0,1.21,0.467,1,36,unsecured,education,east,7.79,5.13,15.44,0
35,120000.0,4.6,726.0,197783.0,1.8,0.885,3,48,unsecured,vehicle,west,7.79,5.09,20.3,1
25,120000.0,0.0,793.0,231347.0,1.8,0.92,1,48,unsecured,vehicle,east,6.38,4.25,18.06,0
40,120000.0,1.0,511.0,84590.0,0.789,0.594,0,24,secured,home_improvement,north,6.71,4.86,14.34,0
50,120000.0,7.3,717.0,97413.0,0.879,0.287,2,12,secured,vehicle,north,6.85,6.69,12.08,0
35,120000.0,7.1,723.0,329154.0,1.8,0.862,3,48,unsecured,personal,south,8.89,6.07,19.14,0
63,131756.0,10.4,679.0,493087.0,1.8,0.558,2,36,secured,business,central,4.7,6.21,17.23,0
56,120000.0,6.4,516.0,368187.0,1.8,0.74,1,12,unsecured,personal,north,6.62,4.94,20.29,1
44,120000.0,0.0,681.0,55820.0,0.615,0.661,3,12,secured,personal,central,6.99,4.45,12.5,0
63,120000.0,13.4,633.0,352609.0,1.8,0.711,2,24,secured,education,south,5.24,7.09,18.02,0
40,120000.0,2.5,812.0,543018.0,1.8,0.66,3,24,secured,medical,east,4.7,4.72,16.62,0
27,120000.0,0.0,714.0,54048.0,0.591,0.602,0,48,unsecured,home_improvement,west,6.08,4.18,11.96,0
22,120000.0,0.0,626.0,328981.0,1.8,0.896,1,60,unsecured,business,west,7.18,5.74,19.74,1
63,120000.0,6.2,532.0,188413.0,1.728,1.0,4,24,secured,personal,north,7.69,5.38,19.76,1
64,120000.0,7.9,730.0,131579.0,1.353,0.962,4,48,secured,vehicle,west,8.26,4.72,16.94,0
54,120000.0,7.5,738.0,174385.0,1.623,0.791,3,36,unsecured,business,west,7.22,4.32,17.88,0
25,120000.0,0.0,670.0,217101.0,1.8,1.0,4,48,unsecured,personal,north,6.21,4.26,20.56,0
34,120000.0,3.8,731.0,345390.0,1.8,0.712,4,24,secured,personal,central,6.79,5.78,17.76,1
22,120000.0,0.0,660.0,334004.0,1.8,0.484,1,24,secured,vehicle,east,6.19,4.53,16.53,1
23,120000.0,7.2,766.0,61114.0,0.539,0.893,2,60,secured,vehicle,west,7.22,6.8,10.85,1
32,120000.0,0.0,761.0,106763.0,1.142,0.55,4,60,unsecured,home_improvement,south,6.36,6.34,16.74,0
46,172473.0,6.7,610.0,172960.0,1.148,0.768,2,60,unsecured,personal,west,6.63,5.61,17.98,0
23,120000.0,1.0,581.0,452228.0,1.8,0.631,4,24,secured,vehicle,west,7.51,5.5,18.22,1
65,120000.0,7.9,838.0,27643.0,0.468,0.48,0,36,unsecured,vehicle,north,5.83,6.93,11.63,1
41,179353.0,5.3,809.0,109421.0,0.907,0.553,0,36,secured,home_improvement,north,8.05,6.83,12.37,0
32,120000.0,5.1,591.0,60287.0,0.585,0.586,1,60,unsecured,education,west,5.31,6.82,12.62,0
44,162441.0,6.0,607.0,66830.0,0.649,0.813,4,36,unsecured,personal,west,7.11,6.51,15.56,1
56,120000.0,12.9,702.0,308886.0,1.8,0.78,0,24,unsecured,vehicle,south,5.83,5.13,18.92,0
35,159539.0,0.0,636.0,115183.0,0.648,0.323,0,36,unsecured,personal,east,8.28,7.43,12.65,0
23,120000.0,0.0,662.0,35707.0,0.712,1.0,2,48,secured,vehicle,west,6.57,5.53,13.25,0
23,120000.0,4.9,683.0,146828.0,1.379,0.983,4,48,unsecured,home_improvement,central,6.85,5.47,19.41,1
59,120000.0,12.2,679.0,611279.0,1.8,0.966,4,48,unsecured,personal,north,6.54,5.03,19.92,0
26,120000.0,2.9,771.0,50294.0,0.524,0.791,1,72,secured,personal,west,7.28,4.74,11.36,0
49,120000.0,10.7,824.0,230132.0,1.8,0.991,3,36,secured,education,east,6.59,5.55,18.2,1
38,120000.0,0.0,650.0,450903.0,1.8,0.685,0,36,unsecured,personal,west,4.98,4.68,16.92,1
55,120000.0,10.9,601.0,157609.0,1.368,0.617,0,48,secured,vehicle,north,6.5,4.91,15.3,1
23,120000.0,3.7,715.0,569891.0,1.8,0.573,1,48,secured,vehicle,north,7.9,6.76,15.33,1
61,120000.0,8.0,808.0,105992.0,1.164,0.589,2,36,secured,personal,south,6.89,6.03,14.16,0
52,120000.0,15.6,656.0,416591.0,1.8,0.748,3,48,secured,home_improvement,west,4.57,5.98,18.28,0
41,120000.0,5.6,750.0,357346.0,1.8,0.605,4,36,secured,home_improvement,west,6.95,3.96,17.89,0
30,120000.0,0.0,623.0,159349.0,1.417,1.0,2,36,secured,business,west,6.79,7.83,16.86,1
64,120000.0,11.9,688.0,61903.0,0.819,0.52,0,36,secured,personal,central,7.55,4.7,12.91,0
34,120000.0,1.1,599.0,84870.0,0.961,0.534,2,36,secured,vehicle,north,7.81,5.29,13.7,0
43,138710.0,9.0,704.0,35464.0,0.388,0.515,0,48,secured,home_improvement,east,5.87,5.5,10.83,0
38,120000.0,5.9,677.0,239473.0,1.8,0.582,3,36,secured,home_improvement,south,6.53,5.76,18.77,0
31,120000.0,0.7,732.0,221526.0,1.8,0.906,5,72,secured,business,east,5.72,5.53,19.82,1
39,120000.0,9.0,819.0,171355.0,1.611,0.744,2,48,secured,home_improvement,central,6.65,4.96,16.29,0
27,120000.0,4.3,657.0,150277.0,1.402,0.549,0,24,unsecured,medical,west,6.22,4.61,15.82,0
21,120000.0,0.0,536.0,393342.0,1.8,0.8,3,60,secured,vehicle,central,6.56,4.91,19.8,1
34,144701.0,2.8,693.0,197515.0,1.664,0.441,3,36,unsecured,personal,central,6.33,2.79,19.71,0
26,120000.0,2.8,709.0,113491.0,1.13,0.832,0,36,secured,education,south,7.46,7.0,14.6,0
39,120000.0,3.4,701.0,179100.0,1.663,1.0,4,60,unsecured,vehicle,west,8.94,7.91,20.68,1
59,120000.0,8.5,674.0,615924.0,1.8,0.94,1,36,secured,home_improvement,east,6.41,7.26,17.68,1
28,120000.0,1.9,798.0,243874.0,1.8,0.661,3,12,unsecured,medical,east,7.55,6.26,17.18,0
21,120000.0,0.0,696.0,126317.0,1.226,0.683,2,48,unsecured,personal,north,6.13,6.17,15.08,0
25,120000.0,0.0,678.0,158117.0,1.57,0.671,4,24,unsecured,personal,east,3.5,5.75,19.8,1
43,120000.0,6.2,628.0,219959.0,1.8,0.541,3,48,secured,vehicle,central,7.0,5.7,17.75,0
33,120000.0,0.0,555.0,123784.0,1.144,1.0,3,48,secured,business,west,7.01,5.13,17.92,0
43,120000.0,2.5,711.0,116867.0,1.055,0.998,2,36,unsecured,home_improvement,central,8.97,4.85,16.26,0
22,120000.0,0.0,704.0,161561.0,1.8,1.0,2,60,unsecured,home_improvement,south,7.48,3.25,19.16,1
35,120000.0,0.0,607.0,436878.0,1.8,0.838,2,24,secured,home_improvement,north,6.37,5.44,17.63,0
39,120000.0,5.8,683.0,272157.0,1.8,1.0,0,36,unsecured,business,north,4.71,5.26,17.46,0
40,120000.0,4.1,675.0,124717.0,1.368,0.436,1,36,secured,personal,south,7.11,5.56,16.32,0
45,120000.0,5.2,639.0,286318.0,1.8,0.764,4,36,secured,personal,north,7.89,5.96,18.8,1
56,120000.0,4.8,627.0,163664.0,1.583,0.667,0,36,unsecured,home_improvement,north,9.89,5.66,17.6,1
42,120000.0,3.3,716.0,203614.0,1.8,1.0,3,36,unsecured,home_improvement,central,6.92,5.62,20.82,0
58,120000.0,10.4,669.0,191924.0,1.777,0.779,1,48,unsecured,vehicle,central,7.72,4.81,19.55,0
44,120000.0,5.6,642.0,41288.0,0.491,0.335,0,72,unsecured,education,west,6.86,5.49,12.12,0
32,120000.0,5.2,621.0,25000.0,0.298,0.414,0,36,secured,vehicle,east,7.59,5.74,10.36,0
31,120000.0,5.4,676.0,188585.0,1.781,1.0,4,48,unsecured,home_improvement,north,7.17,4.81,20.36,1
35,121533.0,2.7,757.0,93493.0,0.873,0.385,1,48,secured,personal,central,5.22,5.12,11.64,0
47,120000.0,0.9,702.0,56077.0,0.716,0.306,0,48,unsecured,personal,central,6.85,3.56,12.78,0
31,120000.0,0.2,668.0,95387.0,0.938,0.289,2,60,unsecured,education,north,6.49,7.46,15.05,0
62,126563.0,10.0,715.0,296861.0,1.8,1.0,6,48,unsecured,business,west,7.01,4.16,22.14,1
42,120000.0,2.9,788.0,205374.0,1.8,0.503,2,72,secured,home_improvement,north,7.83,6.17,15.38,0
59,120000.0,6.3,723.0,268779.0,1.8,0.833,2,60,unsecured,vehicle,north,7.76,6.07,18.3,1
51,120000.0,7.7,706.0,218494.0,1.8,0.914,3,48,unsecured,vehicle,central,6.32,4.61,19.22,0
36,120000.0,11.0,734.0,89569.0,0.929,0.524,2,36,unsecured,home_improvement,south,7.01,6.37,15.45,0
31,120000.0,1.0,674.0,269616.0,1.8,0.634,1,72,unsecured,personal,central,5.96,5.92,18.35,0
54,120000.0,8.2,700.0,238168.0,1.8,0.574,3,36,unsecured,business,west,5.34,4.23,20.15,1
35,120000.0,0.0,649.0,150789.0,1.559,0.758,1,36,secured,education,central,6.06,5.02,16.47,0
32,120000.0,6.5,570.0,169100.0,1.704,0.72,1,12,unsecured,home_improvement,north,6.53,4.97,19.89,1
62,120000.0,12.9,712.0,272421.0,1.8,0.858,3,72,secured,business,south,7.29,5.95,18.68,1
42,120000.0,7.7,712.0,99993.0,1.009,0.603,1,60,unsecured,business,south,10.22,6.06,14.75,0
23,120000.0,4.6,664.0,330091.0,1.8,0.385,1,24,secured,business,central,7.3,4.84,16.37,0
43,120000.0,4.2,764.0,234993.0,1.8,0.817,2,36,unsecured,education,east,5.48,5.95,17.9,1
41,120000.0,4.1,632.0,162994.0,1.384,1.0,3,24,unsecured,vehicle,north,7.03,5.17,18.59,1
59,120000.0,14.6,553.0,440341.0,1.8,0.464,3,72,secured,home_improvement,central,6.57,5.67,18.54,1
53,210680.0,9.9,715.0,70171.0,0.478,0.601,0,12,unsecured,personal,east,8.3,5.96,12.57,0
29,120000.0,0.0,570.0,120678.0,1.2,0.431,1,12,secured,education,north,6.08,6.15,14.75,1
27,120000.0,2.9,711.0,104458.0,1.347,0.785,2,48,secured,vehicle,south,7.23,4.94,15.45,0
48,120000.0,5.0,630.0,205409.0,1.8,0.488,3,24,secured,vehicle,central,8.12,3.93,17.29,0
23,120000.0,3.2,760.0,351009.0,1.8,0.498,2,12,unsecured,vehicle,central,6.72,5.25,18.26,0
35,120000.0,4.7,758.0,85908.0,0.847,0.84,3,48,unsecured,medical,south,6.04,5.5,14.75,0
27,120000.0,0.0,617.0,1395235.0,1.8,1.0,3,36,unsecured,education,west,7.88,3.41,21.66,0
21,120000.0,0.8,625.0,105790.0,1.095,0.564,1,36,secured,education,central,6.52,5.09,13.89,0
62,120000.0,10.9,726.0,205756.0,1.8,1.0,3,12,secured,home_improvement,east,8.76,4.73,18.47,0
25,120000.0,2.1,760.0,163039.0,1.417,0.676,1,24,unsecured,personal,west,6.65,4.71,15.97,0
21,120000.0,1.7,535.0,167712.0,1.529,1.0,0,60,unsecured,education,east,6.66,4.49,18.65,1
62,120000.0,14.7,707.0,97240.0,0.889,0.707,0,72,secured,home_improvement,central,7.52,5.96,12.36,0
29,120000.0,3.2,521.0,325756.0,1.8,0.687,1,36,secured,home_improvement,central,7.07,4.12,18.77,1
57,120000.0,9.1,645.0,93428.0,0.976,0.293,1,60,unsecured,vehicle,south,5.42,5.96,14.05,0
22,120000.0,3.7,768.0,51544.0,0.549,0.44,0,60,secured,vehicle,north,6.05,6.39,9.72,0
27,120000.0,8.2,900.0,78488.0,1.009,0.443,1,60,unsecured,education,central,6.09,6.71,14.16,0
25,120000.0,3.7,668.0,416422.0,1.8,1.0,3,60,unsecured,business,central,5.19,5.62,21.69,0
52,120000.0,8.4,593.0,366886.0,1.8,0.975,3,72,unsecured,personal,north,5.87,6.67,21.35,1
48,120000.0,8.0,648.0,44148.0,0.432,0.61,0,36,unsecured,vehicle,central,7.09,5.07,12.67,0
42,122122.0,6.0,693.0,276212.0,1.8,0.882,2,12,unsecured,education,north,7.59,5.36,19.86,1
31,120000.0,2.6,636.0,44880.0,0.538,0.885,0,36,secured,vehicle,north,6.65,6.25,11.82,0
24,120000.0,7.2,617.0,159900.0,1.505,0.548,3,48,secured,medical,east,7.84,5.5,18.23,1
46,120000.0,4.0,654.0,74233.0,0.751,0.478,3,36,unsecured,personal,central,5.81,4.7,16.62,0
31,157436.0,6.0,749.0,290398.0,1.8,0.678,0,36,unsecured,vehicle,central,9.02,4.29,17.81,0
47,120000.0,6.1,673.0,233405.0,1.8,0.518,1,36,unsecured,business,north,8.35,6.17,18.05,1
51,120000.0,3.1,620.0,307653.0,1.8,0.61,1,36,unsecured,home_improvement,west,7.67,5.55,18.14,0
59,120000.0,8.9,636.0,134335.0,1.268,0.641,2,36,unsecured,personal,south,7.22,5.41,16.41,0
43,120000.0,3.9,655.0,143722.0,1.389,0.582,2,60,unsecured,personal,west,4.76,5.94,17.93,1
21,120695.0,1.7,612.0,61420.0,0.681,0.156,3,60,unsecured,vehicle,east,8.56,4.37,14.97,1
33,120000.0,3.3,633.0,83298.0,0.883,0.697,0,72,unsecured,medical,north,5.91,5.8,15.52,0
59,120000.0,6.4,734.0,301506.0,1.8,0.664,2,36,secured,personal,west,6.63,5.32,17.09,1
44,120000.0,10.2,669.0,206638.0,1.8,0.907,3,36,unsecured,business,east,6.21,4.33,21.47,1
48,120000.0,10.0,555.0,174175.0,1.545,0.748,1,48,secured,home_improvement,east,6.58,4.91,17.64,1
